,naics_code,fiscal_year,base_and_all_options_value
3147, RENDERING AND MEAT BYPRODUCT PROCESSING,2005,50782.8
3148, COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE WHOLESALERS,2006,50946.69
3149, LESSORS OF NONFINANCIAL INTANGIBLE ASSETS (EXCEPT COPYRIGHTED WORKS),2001,51000.0
3150, RECYCLABLE MATERIAL WHOLESALERS,2002,51035.76
3151, ALL OTHER GRAIN FARMING,2007,51076.51
3152," BEER, WINE, AND LIQUOR STORES",2007,51334.990000000005
3153, TIRE CORD AND TIRE FABRIC MILLS,2007,51451.0
3154, ENAMELED IRON AND METAL SANITARY WARE MANUFACTURING,2004,51453.46
3155, WARM AIR HEATING AND AIR-CONDITIONING EQUIPMENT AND SUPPLIES WHOLESALERS,2009,51690.0
3156," ARCHITECTURAL, ENGINEERING, AND RELATED SERVICES",2005,51845.6
3157, AUTOMATIC VENDING MACHINE MANUFACTURING,2003,52188.22
3158, PAINTING AND WALL COVERING CONTRACTORS,2006,52200.0
3159, FAMILY CLOTHING STORES,2006,52215.06
3160, CREDIT CARD ISSUING,2009,52264.73
3161, MEDIA BUYING AGENCIES,2004,52327.130000000005
3162, HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE,2003,52680.0
3163," OTHER AQUACULTURE (2007), OTHER ANIMAL AQUACULTURE (2002)",2004,52735.0
3164, WOMEN'S AND GIRLS' CUT AND SEW BLOUSE AND SHIRT MANUFACTURING,2006,52737.14
3165, FURNITURE STORES,2001,52761.22
3166, STEAM AND AIR-CONDITIONING SUPPLY,2001,52800.0
3167, CONFECTIONERY AND NUT STORES,2008,52949.62
3168, LOGGING,2003,53000.0
3169, METAL HEAT TREATING,2003,53400.0
3170, HARDWARE WHOLESALERS,2008,53474.259999999995
3171, ALL OTHER HEALTH AND PERSONAL CARE STORES,2003,53670.97
3172, PORTFOLIO MANAGEMENT,2006,53848.75
3173, GREETING CARD PUBLISHERS,2006,53916.0
3174, MEAT AND MEAT PRODUCT WHOLESALERS,2003,53982.32
3175, PRIVATE HOUSEHOLDS,2001,54000.0
3176, WINE AND DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS,2008,54149.53999999999
3177, SAWMILLS,2004,54485.15
3178, GENERAL RENTAL CENTERS,2003,54800.0
3179, DRINKING PLACES (ALCOHOLIC BEVERAGES),2007,54810.83
3180, OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING,2009,54849.380000000005
3181, BLIND AND SHADE MANUFACTURING,2004,54874.25
3182, MATERIALS RECOVERY FACILITIES,2000,55000.0
3183, CORRECTIONAL INSTITUTIONS,2004,55017.25
3184, SECURITIES AND COMMODITY EXCHANGES,2006,55024.0
3185," PIECE GOODS, NOTIONS, AND OTHER DRY GOODS MERCHANT WHOLESALERS",2005,55389.68
3186," TILE, MARBLE, TERRAZZO, AND MOSAIC CONTRACTORS",2005,55406.91
3187, THEATER COMPANIES AND DINNER THEATERS,2004,55423.52
3188, MUSIC PUBLISHERS,2009,55452.7
3189," WOOD TELEVISION, RADIO, AND SEWING MACHINE CABINET MANUFACTURING",2005,55474.77999999999
3190, BRICK AND STRUCTURAL CLAY TILE MANUFACTURING,2007,55591.0
3191, NEWS DEALERS AND NEWSSTANDS,2008,55657.63
3192, RELIGIOUS ORGANIZATIONS,2001,55920.0
3193, OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL,2000,55920.0
3194, FIBER OPTIC CABLE MANUFACTURING,2001,56038.5
3195," SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING",2003,56083.0
3196, POWER AND COMMUNICATION TRANSMISSION LINE CONSTRUCTION,2005,56498.85
3197, OTHER MILLWORK (INCLUDING FLOORING),2005,56591.490000000005
3198, BUSINESS AND SECRETARIAL SCHOOLS,2008,56667.84
3199, FRUIT AND TREE NUT COMBINATION FARMING,2007,56740.25
3200, SILVERWARE AND HOLLOWWARE MANUFACTURING,2007,56835.7
3201, WRECKING AND DEMOLITION CONTRACTORS,2003,56897.0
3202, OTHER MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,2000,57000.0
3203, PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,2000,57078.45
3204, COURTS,2004,57231.09
3205, INORGANIC DYE AND PIGMENT MANUFACTURING,2009,57311.07
3206, OTHER CHEMICAL AND ALLIED PRODUCTS WHOLESALERS,2006,57476.99999999997
3207, CONVENIENCE STORES,2007,57492.28
3208, POULTRY AND POULTRY PRODUCT WHOLESALERS,2005,57686.380000000005
3209, GREETING CARD PUBLISHERS,2007,57708.06
3210, REFRIGERATED WAREHOUSING AND STORAGE,2001,58000.0
3211, ALL OTHER GRAIN FARMING,2004,58096.8
3212, PAROLE OFFICES AND PROBATION OFFICES,2005,58160.0
3213, COFFEE AND TEA MANUFACTURING,2005,58271.9
3214, CONFECTIONERY MERCHANT WHOLESALERS,2004,58631.78
3215, OTHER KNIT FABRIC AND LACE MILLS,2008,58744.32
3216, CHILD DAY CARE SERVICES,2002,59000.0
3217, LUGGAGE MANUFACTURING,2004,59133.31
3218, METAL STAMPING,2005,59133.36
3219, OTHER CHEMICAL AND ALLIED PRODUCTS WHOLESALERS,2009,59160.0
3220," MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING",2004,59194.0
3221, SHELLFISH FISHING,2008,59200.0
3222, OTHER ALUMINUM ROLLING AND DRAWING,2008,59209.82
3223, SURFACE-COATED PAPERBOARD MANUFACTURING,2007,59226.479999999996
3224, SALES FINANCING,2004,59237.72
3225, SETUP PAPERBOARD BOX MANUFACTURING,2004,59326.64000000001
3226, MOTION PICTURE AND VIDEO DISTRIBUTION,2004,59328.15
3227, IRON FOUNDRIES,2008,59453.0
3228, CREAMERY BUTTER MANUFACTURING,2003,59533.0
3229, OTHER STRUCTURAL CLAY PRODUCT MANUFACTURING,2007,59546.0
3230, TOBACCO STEMMING AND REDRYING,2005,59620.0
3231, ICE MANUFACTURING,2003,59700.0
3232, CONSTRUCTION,2004,60071.42
3233, SUPPORT ACTIVITIES FOR METAL MINING,2006,60139.89
3234, PAROLE OFFICES AND PROBATION OFFICES,2004,60251.64
3235," PAINT, VARNISH, AND SUPPLIES WHOLESALERS",2004,60300.0
3236, PHOSPHATE ROCK MINING,2008,60464.869999999995
3237," TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",2001,60540.0
3238, WOMEN'S CLOTHING STORES,2006,60565.44
3239, WARM AIR HEATING AND AIR-CONDITIONING EQUIPMENT AND SUPPLIES WHOLESALERS,2004,60643.829999999994
3240, RV (RECREATIONAL VEHICLE) PARKS AND CAMPGROUNDS,2004,60757.75
3241, CABLE AND OTHER PROGRAM DISTRIBUTION,2003,60758.0
3242, AUTOMOTIVE GLASS REPLACEMENT SHOPS,2008,60824.91
3243, MOTORCYCLE DEALERS,2003,60852.0
3244, HOG AND PIG FARMING,2006,60863.0
3245," SEWING, NEEDLEWORK, AND PIECE GOODS STORES",2004,60980.0
3246, PETROLEUM AND PETROLEUM PRODUCTS WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS),2008,61116.78
3247, PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR),2005,61223.34
3248, APICULTURE,2006,61287.04
3249, WAREHOUSE CLUBS AND SUPERCENTERS,2004,61429.799999999996
3250, FLORICULTURE PRODUCTION,2004,61478.5
3251, UNCOATED PAPER AND MULTIWALL BAG MANUFACTURING,2000,61562.0
3252, NEWSPAPER PUBLISHERS,2003,61605.0
3253, FOOTWEAR WHOLESALERS,2004,61611.94
3254, LEGISLATIVE BODIES,2005,61773.0
3255, SUGARCANE FARMING,2009,61828.090000000004
3256, IRON AND STEEL FORGING,2002,61858.0
3257, FERTILIZER (MIXING ONLY) MANUFACTURING,2004,61924.45
3258, FLOUR MIXES AND DOUGH MANUFACTURING FROM PURCHASED FLOUR,2005,62145.7
3259, INTERNATIONAL TRADE FINANCING,2006,62320.0
3260," ARCHITECTURAL, ENGINEERING, AND RELATED SERVICES",2003,62506.1
3261, GLASS AND GLAZING CONTRACTORS,2004,62545.2
3262, CONFECTIONERY WHOLESALERS,2004,62645.8
3263, FLUID POWER VALVE AND HOSE FITTING MANUFACTURING,2000,62779.0
3264, DAIRY PRODUCT (EXCEPT DRIED OR CANNED) WHOLESALERS,2006,63004.170000000006
3265, ,2005,63021.51
3266, GYPSUM PRODUCT MANUFACTURING,2009,63131.68
3267, DAIRY PRODUCT (EXCEPT DRIED OR CANNED) WHOLESALERS,2007,63201.84
3268, FOOTWEAR AND LEATHER GOODS REPAIR,2008,63214.0
3269, AUTOMOTIVE EXHAUST SYSTEM REPAIR,2006,63499.32
3270, ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING,2005,63506.3
3271, MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING,2004,63765.24
3272, MEN'S CLOTHING STORES,2003,63790.0
3273," PAINT, VARNISH, AND SUPPLIES MERCHANT WHOLESALERS",2004,63850.369999999995
3274, HARDWARE WHOLESALERS,2009,63885.31
3275, HORSES AND OTHER EQUINE PRODUCTION,2008,63890.0
3276, PIPELINE TRANSPORTATION OF CRUDE OIL,2007,63951.75
3277, CHOCOLATE AND CONFECTIONERY MANUFACTURING FROM CACAO BEANS,2008,64068.89
3278, ALKALIES AND CHLORINE MANUFACTURING,2004,64295.34
3279, BRICK AND STRUCTURAL CLAY TILE MANUFACTURING,2006,64400.0
3280, FINE ARTS SCHOOLS,2004,64824.0
3281, ALL OTHER PIPELINE TRANSPORTATION,2009,65000.0
3282, ROLLING MILL MACHINERY AND EQUIPMENT MANUFACTURING,2006,65263.77999999999
3283, ALL OTHER GRAIN FARMING,2003,65349.5
3284, DIMENSION STONE MINING AND QUARRYING,2005,65352.95
3285, CASINOS (EXCEPT CASINO HOTELS),2004,65664.37
3286, MULTIFAMILY HOUSING CONSTRUCTION,2001,65705.0
3287, NATURAL GAS LIQUID EXTRACTION,2003,65995.0
3288, CABLE AND OTHER PROGRAM DISTRIBUTION,2003,65995.69
3289," COMMERCIAL AIR, RAIL, AND WATER TRANSPORTATION EQUIPMENT RENTAL AND LEASING",2002,66000.0
3290, ARMORED CAR SERVICES,2002,66153.0
3291, EXECUTIVE OFFICES,2004,66257.67
3292," COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",2005,66265.65
3293, SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,2001,66420.82
3294, COURTS,2008,66469.04000000001
3295, USED CAR DEALERS,2005,66544.52
3296, OFFICE EQUIPMENT WHOLESALERS,2005,66773.95999999999
3297, SHORT LINE RAILROADS,2006,66910.75
3298, OFFICES OF REAL ESTATE AGENTS AND BROKERS,2000,67000.0
3299, STEEL INVESTMENT FOUNDRIES,2008,67035.48
3300, SANITARY PAPER PRODUCT MANUFACTURING,2004,67055.94
3301, VIDEO TAPE AND DISC RENTAL,2008,67111.90000000001
3302, DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS,2004,67264.5
3303, ROLLING MILL MACHINERY AND EQUIPMENT MANUFACTURING,2005,67317.25
3304, PRIMARY SMELTING AND REFINING OF COPPER,2008,67383.0
3305, SECURITIES BROKERAGE,2005,67387.0
3306, NEWS SYNDICATES,2004,67458.0
3307, OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,2000,68000.0
3308, CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,2002,68080.0
3309," PIECE GOODS, NOTIONS, AND OTHER DRY GOODS WHOLESALERS",2004,68126.17
3310, DISCOUNT DEPARTMENT STORES,2008,68250.3
3311, THEATER COMPANIES AND DINNER THEATERS,2006,68282.5
3312, PHOSPHATIC FERTILIZER MANUFACTURING,2003,68320.0
3313, COTTON FARMING,2009,68376.32
3314, WATER WELL DRILLING CONTRACTORS,2005,68428.83
3315, SHEEP FARMING,2007,68699.0
3316, AMUSEMENT AND THEME PARKS,2004,68772.4
3317, SKIING FACILITIES,2009,69115.75
3318, ALL OTHER PIPELINE TRANSPORTATION,2006,69286.0
3319, DOLL AND STUFFED TOY MANUFACTURING,2009,69310.45
3320," BLANKBOOK, LOOSELEAF BINDERS, AND DEVICES MANUFACTURING",2000,69548.0
3321, COATED AND LAMINATED PAPER MANUFACTURING,2001,70103.0
3322, BREWERIES,2007,70168.06
3323, PENSION FUNDS,2006,70173.11
3324, THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,2005,70469.75
3325, OTHER POULTRY PRODUCTION,2004,70595.0
3326, WINE AND DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS,2006,70882.96
3327, COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2006,71035.23
3328, CLAY AND CERAMIC AND REFRACTORY MINERALS MINING,2006,71443.6
3329, PAPER INDUSTRY MACHINERY MANUFACTURING,2003,71555.58
3330, MUSICAL GROUPS AND ARTISTS,2001,71712.0
3331," CARBURETOR, PISTON, PISTON RING, AND VALVE MANUFACTURING",2005,71770.85
3332, MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,2005,71971.41
3333, COMMERCIAL BANKING,2004,72076.32
3334, SURFACE-COATED PAPERBOARD MANUFACTURING,2008,72083.0
3335," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",2005,72104.14
3336, SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,2003,72270.0
3337, THEATER COMPANIES AND DINNER THEATERS,2008,72378.51
3338, OTHER ELECTRONIC PARTS AND EQUIPMENT WHOLESALERS,2007,72792.8
3339, ALL OTHER PERSONAL SERVICES,2003,73000.0
3340, NEWS SYNDICATES,2005,73154.0
3341," COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",2004,73243.55
3342, CAR WASHES,2008,73265.16
3343, LEAD ORE AND ZINC ORE MINING,2007,73320.7
3344, SOFT DRINK MANUFACTURING,2004,73446.25
3345, ARCHITECTURAL SERVICES,2007,73452.02
3346, MOTOR VEHICLE PARTS (USED) MERCHANT WHOLESALERS,2005,73477.95999999999
3347, CONCRETE PIPE MANUFACTURING,2004,73523.78
3348, CONTINUING CARE RETIREMENT COMMUNITIES,2002,73755.18
3349," PRERECORDED TAPE, COMPACT DISC, AND RECORD STORES",2004,74666.84
3350, INDUSTRIAL PATTERN MANUFACTURING,2006,74816.0
3351, DAIRY PRODUCT (EXCEPT DRIED OR CANNED) MERCHANT WHOLESALERS,2002,74862.27
3352, DIRECT TITLE INSURANCE CARRIERS,2004,74996.96
3353, MINERAL WOOL MANUFACTURING,2003,75000.0
3354, FARM MACHINERY AND EQUIPMENT MANUFACTURING,2001,75000.0
3355, MEAT MARKETS,2008,75095.94
3356, CARBON AND GRAPHITE PRODUCT MANUFACTURING,2004,75453.62
3357," SEWING, NEEDLEWORK, AND PIECE GOODS STORES",2006,75659.48
3358, FINFISH FISHING,2004,75780.0
3359, INSURANCE AGENCIES AND BROKERAGES,2002,76000.0
3360, INSURANCE AGENCIES AND BROKERAGES,2003,76000.0
3361, SUPPORT ACTIVITIES FOR METAL MINING,2007,76279.29000000001
3362, OTHER NONFERROUS FOUNDRIES (EXCEPT DIE-CASTING),2008,76383.0
3363, OUTERWEAR KNITTING MILLS,2005,76788.17000000001
3364, COMPUTER AND PERIPHERAL EQUIPMENT MANUFACTURING,2002,77353.6
3365, ROLLED STEEL SHAPE MANUFACTURING,2003,77557.0
3366, POULTRY AND POULTRY PRODUCT MERCHANT WHOLESALERS,2004,77907.0
3367, DIRECT LIFE INSURANCE CARRIERS,2002,78404.0
3368, PETROCHEMICAL MANUFACTURING,2003,78508.0
3369, ORANGE GROVES,2009,78509.51999999999
3370," GIFT, NOVELTY, AND SOUVENIR STORES",2004,78591.85
3371, BAKED GOODS STORES,2003,78790.0
3372, OFFICES OF REAL ESTATE APPRAISERS,2002,78960.0
3373, CUSTOM ROLL FORMING,2006,79028.22
3374, SEMICONDUCTOR MACHINERY MANUFACTURING,2003,79200.0
3375, SNACK AND NONALCOHOLIC BEVERAGE BARS,2006,79339.95
3376, OFFICE EQUIPMENT WHOLESALERS,2009,79344.0
3377, SECURITIES BROKERAGE,2006,79800.0
3378, THREAD MILLS,2004,79812.08
3379, PAPERBOARD MILLS,2000,79961.0
3380, OTHER INSURANCE FUNDS,2008,80114.37
3381, SAWMILL AND WOODWORKING MACHINERY MANUFACTURING,2004,80167.33
3382, CRUSHED AND BROKEN GRANITE MINING AND QUARRYING,2004,80343.75
3383, GYPSUM PRODUCT MANUFACTURING,2007,80416.69
3384, SECURITIES BROKERAGE,2008,80450.0
3385, POULTRY PROCESSING,2003,80461.2
3386, WINERIES,2007,80612.32
3387, STEEL WIRE DRAWING,2003,80789.0
3388, RICE FARMING,2008,80905.79000000001
3389, SUGARCANE MILLS,2007,80955.0
3390, PHOTOGRAPHIC EQUIPMENT AND SUPPLIES WHOLESALERS,2007,80980.0
3391, NONCLAY REFRACTORY MANUFACTURING,2006,81223.3
3392, BOWLING CENTERS,2008,81348.83
3393, SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,2004,81359.48
3394, MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,2004,81395.48
3395, GOAT FARMING,2008,81418.0
3396, SECURITIES BROKERAGE,2009,81450.64
3397, GLASS CONTAINER MANUFACTURING,2006,81730.39
3398, NEWS DEALERS AND NEWSSTANDS,2005,81756.35
3399, PASSENGER CAR RENTAL,2000,81812.0
3400, REINSURANCE CARRIERS,2008,82000.0
3401, MONETARY AUTHORITIES - CENTRAL BANK,2005,82005.75
3402, PAINT AND WALLPAPER STORES,2004,82027.25
3403, IRRADIATION APPARATUS MANUFACTURING,2001,82101.0
3404, OTHER SPECTATOR SPORTS,2005,82131.0
3405, CASINO HOTELS,2003,82625.0
3406, DRY PEA AND BEAN FARMING,2009,82745.4
3407, PLASTICS PLUMBING FIXTURE MANUFACTURING,2008,82759.3
3408, USED MERCHANDISE STORES,2009,82989.05
3409, HARDWARE MANUFACTURING,2000,83164.87
3410, OFFICES OF PODIATRISTS,2002,83400.0
3411, JEWELRY STORES,2007,83435.0
3412," OTHER DIRECT INSURANCE (EXCEPT LIFE, HEALTH, AND MEDICAL) CARRIERS",2004,83510.47
3413, CUSTOM COMPOUNDING OF PURCHASED RESINS,2008,83516.43000000001
3414, OTHER OUTPATIENT CARE CENTERS,2004,83643.75
3415, ICE CREAM AND FROZEN DESSERT MANUFACTURING,2006,83650.25000000001
3416, COSMETOLOGY AND BARBER SCHOOLS,2008,83680.64
3417, CONVENIENCE STORES,2009,83698.40000000001
3418, COMPUTER AND PERIPHERAL EQUIPMENT MANUFACTURING,2001,84000.0
3419, READY-MIX CONCRETE MANUFACTURING,2004,84157.44
3420, LUGGAGE AND LEATHER GOODS STORES,2007,84325.63
3421, INTERNET PUBLISHING AND BROADCASTING,2003,84384.95
3422, WINE AND DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS,2005,84437.23000000001
3423, OFFICES OF NOTARIES,2004,84464.0
3424, SHELLFISH FISHING,2007,84500.0
3425," PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2006,84718.0
3426, PACKAGING MACHINERY MANUFACTURING,2001,85000.0
3427, PAGING,2007,85000.0
3428, ADVERTISING MATERIAL DISTRIBUTION SERVICES,2002,85250.5
3429, CUSTOM ROLL FORMING,2004,85792.67
3430, MOTOR VEHICLE PARTS (USED) MERCHANT WHOLESALERS,2004,85793.0
3431, OUTERWEAR KNITTING MILLS,2008,85803.0
3432, ALL OTHER NONDEPOSITORY CREDIT INTERMEDIATION,2007,86156.05
3433, INDUSTRIAL MACHINERY AND EQUIPMENT WHOLESALERS,2003,86360.0
3434, MARINAS,2004,86626.15
3435," CROP HARVESTING, PRIMARILY BY MACHINE",2006,86658.20999999999
3436, MUSICAL GROUPS AND ARTISTS,2004,86926.0
3437, FOOD (HEALTH) SUPPLEMENT STORES,2007,87519.3
3438, RUBBER PRODUCT MANUFACTURING FOR MECHANICAL USE,2005,87530.84
3439, AUTOMOTIVE EXHAUST SYSTEM REPAIR,2008,87536.76999999999
3440, OILSEED AND GRAIN COMBINATION FARMING,2009,87554.51
3441, DEPARTMENT STORES (EXCEPT DISCOUNT DEPARTMENT STORES),2007,87562.93
3442, OTHER FINANCIAL VEHICLES,2004,87605.0
3443, MONETARY AUTHORITIES - CENTRAL BANK,2006,87805.64
3444, FAMILY CLOTHING STORES,2005,87906.57
3445," CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2009,88154.79
3446, CABLE NETWORKS,2009,88617.72
3447, PLASTICS MATERIALS AND BASIC FORMS AND SHAPES MERCHANT WHOLESALERS,2003,88888.0
3448, FABRICATED PIPE AND PIPE FITTING MANUFACTURING,2000,88889.0
3449, HOUSEHOLD LAUNDRY EQUIPMENT MANUFACTURING,2001,88978.0
3450, PHOTOGRAPHIC EQUIPMENT AND SUPPLIES WHOLESALERS,2005,89018.0
3451, MANUFACTURING AND INDUSTRIAL BUILDING CONSTRUCTION,2006,89543.0
3452," CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2005,89576.0
3453, ELECTRONIC RESISTOR MANUFACTURING,2005,89655.43
3454, RECORD PRODUCTION,2008,89878.73
3455, INDUSTRIAL SUPPLIES WHOLESALERS,2005,89943.48
3456, COIN-OPERATED LAUNDRIES AND DRYCLEANERS,2001,90000.0
3457, CONVENTION AND VISITORS BUREAUS,2008,90430.0
3458, SECONDARY SMELTING AND ALLOYING OF ALUMINUM,2003,90642.0
3459, CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,2004,90862.98999999999
3460, COSTUME JEWELRY AND NOVELTY MANUFACTURING,2006,91295.35
3461, DISTILLERIES,2006,91428.0
3462, ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,2001,91577.12
3463, PACKAGED FROZEN FOOD MERCHANT WHOLESALERS,2004,92028.6
3464, ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES,2004,92118.11
3465, REINSURANCE CARRIERS,2009,92150.0
3466, DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS,2003,92195.0
3467, DOG AND CAT FOOD MANUFACTURING,2004,92328.0
3468, WET CORN MILLING,2007,92570.0
3469, UNDERWEAR AND NIGHTWEAR KNITTING MILLS,2008,92687.1
3470, OTHER MOTION PICTURE AND VIDEO INDUSTRIES,2003,92749.0
3471, ALL OTHER MISCELLANEOUS CROP FARMING,2002,92839.25
3472, OTHER OUTPATIENT CARE CENTERS,2003,92920.0
3473, ALL OTHER METAL ORE MINING,2006,92944.89
3474, FARM MANAGEMENT SERVICES,2005,93342.23999999999
3475, PHOSPHATE ROCK MINING,2009,93491.03
3476, PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) WHOLESALERS,2009,93513.0
3477, FLAVORING SYRUP AND CONCENTRATE MANUFACTURING,2005,93591.0
3478, COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,2001,93662.0
3479, FUR-BEARING ANIMAL AND RABBIT PRODUCTION,2005,93732.0
3480, GASOLINE STATIONS WITH CONVENIENCE STORES,2004,93804.81999999998
3481, OTHER GROCERY AND RELATED PRODUCTS WHOLESALERS,2004,93888.34
3482, NONCELLULOSIC ORGANIC FIBER MANUFACTURING,2004,94000.0
3483, VENDING MACHINE OPERATORS,2005,94060.05
3484, DIMENSION STONE MINING AND QUARRYING,2003,94200.0
3485, ALUMINA REFINING,2000,94350.0
3486, HOG AND PIG FARMING,2005,94464.0
3487, TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS,2008,94904.54
3488, SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES WHOLESALERS,2002,94953.0
3489, TIRE DEALERS,2004,95190.32
3490, TIRE AND TUBE MERCHANT WHOLESALERS,2005,95325.62
3491, CABLE NETWORKS,2004,95498.01
3492, BLIND AND SHADE MANUFACTURING,2002,95548.0
3493, BAKED GOODS STORES,2004,95568.29
3494, INLAND WATER PASSENGER TRANSPORTATION,2005,95639.0
3495," GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",2008,95817.92
3496, CONCRETE CONTRACTORS,2001,96000.0
3497, OTHER OUTPATIENT CARE CENTERS,2005,96197.0
3498, RENDERING AND MEAT BYPRODUCT PROCESSING,2004,96280.0
3499, WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,2001,96540.0
3500, DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),2001,96862.6
3501, OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS,2003,97440.0
3502, REINSURANCE CARRIERS,2006,97440.48000000001
3503," BOOK, PERIODICAL, AND NEWSPAPER MERCHANT WHOLESALERS",2002,97685.75
3504, ELEVATOR AND MOVING STAIRWAY MANUFACTURING,2000,97796.0
3505, HOME FURNISHING WHOLESALERS,2006,97811.84000000001
3506," PRERECORDED TAPE, COMPACT DISC, AND RECORD STORES",2005,97813.04999999999
3507, GLOVE AND MITTEN MANUFACTURING,2004,97983.3
3508, FRUIT AND VEGETABLE MARKETS,2004,98461.3
3509, JUNIOR COLLEGES,2001,98735.0
3510, CORN FARMING,2005,98798.20000000001
3511, SETUP PAPERBOARD BOX MANUFACTURING,2006,98878.0
3512, PESTICIDE AND OTHER AGRICULTURAL CHEMICAL MANUFACTURING,2001,99000.0
3513, URANIUM-RADIUM-VANADIUM ORE MINING,2005,99164.87
3514, BITUMINOUS COAL UNDERGROUND MINING,2009,99213.34
3515, PEN AND MECHANICAL PENCIL MANUFACTURING,2004,99289.75
3516, RECYCLABLE MATERIAL MERCHANT WHOLESALERS,2005,99521.1
3517, FABRICATED PIPE AND PIPE FITTING MANUFACTURING,2004,99638.56
3518, WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,2002,99772.0
3519, WEB SEARCH PORTALS,2009,99875.53
3520, CABLE NETWORKS,2006,99901.12000000001
3521, OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,2000,99999.0
3522, ASPHALT SHINGLE AND COATING MATERIALS MANUFACTURING,2001,99999.0
3523, LUGGAGE MANUFACTURING,2001,99999.0
3524, MACHINE TOOL (METAL CUTTING TYPES) MANUFACTURING,2002,99999.0
3525," PRERECORDED TAPE, COMPACT DISC, AND RECORD STORES",2002,99999.0
3526, SAW BLADE AND HANDSAW MANUFACTURING,2000,99999.0
3527, URETHANE AND OTHER FOAM PRODUCT (EXCEPT POLYSTYRENE) MANUFACTURING,2000,99999.0
3528, OTHER ALUMINUM ROLLING AND DRAWING,2003,100000.0
3529, MANIFOLD BUSINESS FORMS PRINTING,2001,100000.0
3530, SILVERWARE AND HOLLOWWARE MANUFACTURING,2002,100000.0
3531," HAT, CAP, AND MILLINERY MANUFACTURING",2003,100000.0
3532, TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS,2001,100000.0
3533, OTHER COMMERCIAL PRINTING,2001,100000.0
3534, INDUSTRIAL DESIGN SERVICES,2002,100000.0
3535," CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",2004,100000.0
3536, MOTION PICTURE AND VIDEO DISTRIBUTION,2000,100000.0
3537, GUM AND WOOD CHEMICAL MANUFACTURING,2002,100000.0
3538, HEATING OIL DEALERS,2001,100000.0
3539, MASONRY AND STONE CONTRACTORS,2007,100000.0
3540, FLIGHT TRAINING,2001,100000.0
3541, FLIGHT TRAINING,2000,100000.0
3542, CURRENT-CARRYING WIRING DEVICE MANUFACTURING,2000,100000.0
3543, OTHER CLOTHING STORES,2003,100000.0
